occurrence_no,record_type,reid_no,flags,collection_no,permissions,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc.1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement,primary_name,primary_reso,subgenus_name,subgenus_reso,species_name,species_reso,primary_reference,authorizer,enterer,modifier
1418639,occ,NA,,196537,NA,Machaeroprosopus n. sp. lottorum,species,347587,,Machaeroprosopus lottorum,NA,species,347587,Norian,,228,208.5,Hungerbühler et al.,2013,60809,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Machaeroprosopus,69056,NA,NA,NA,NA,,-101.449997,33.107777,"TTU-P10076 (holotype) and TTU-P10077, both crania",TTU VPL 3870,NA,Patricia Site,US,Texas,Garza,stated in text,seconds,local area,"""TTU Vertebrate Paleontology Locality 3870 (exact locality data reposited at TTUP), 13 km South of Post, Garza County, Texas."" (Hungerbühler et al. 2013)",gp_mid,NA,NA,coordinates not computable using this model,US,,Cooper Canyon,Dockum,,,,,,,,,NA,"""Upper part of the Cooper Canyon Formation, Dockum Group, Upper Triassic"" (Hungerbühler et al. 2013)",,sandstone,,,,,mudstone,,,,,"""channel""",,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Machaeroprosopus,,,NA,lottorum,n. sp.,"A. Hungerbühler, B. Mueller, and S. Chatterjee, D. P. Cunningham. 2013. Cranial anatomy of the Late Triassic phytosaur Machaeroprosopus, with the description of a new species from West Texas. Earth and Environmental Science Transactions of the Royal Society of Edinburgh 103:269-312",A. Dunhill,B. Allen,
1418642,occ,NA,,196537,NA,Typothorax sp.,genus,64792,,Typothorax,NA,genus,64792,Norian,,228,208.5,Hungerbühler et al.,2013,60809,Chordata,33815,Reptilia,36322,Eosuchia,37795,Stagonolepididae,64937,Typothorax,64792,NA,NA,NA,NA,,-101.449997,33.107777,,TTU VPL 3870,NA,Patricia Site,US,Texas,Garza,stated in text,seconds,local area,"""TTU Vertebrate Paleontology Locality 3870 (exact locality data reposited at TTUP), 13 km South of Post, Garza County, Texas."" (Hungerbühler et al. 2013)",gp_mid,NA,NA,coordinates not computable using this model,US,,Cooper Canyon,Dockum,,,,,,,,,NA,"""Upper part of the Cooper Canyon Formation, Dockum Group, Upper Triassic"" (Hungerbühler et al. 2013)",,sandstone,,,,,mudstone,,,,,"""channel""",,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,,,,hydroxyapatite,,,NA,Typothorax,,,NA,sp.,,"A. Hungerbühler, B. Mueller, and S. Chatterjee, D. P. Cunningham. 2013. Cranial anatomy of the Late Triassic phytosaur Machaeroprosopus, with the description of a new species from West Texas. Earth and Environmental Science Transactions of the Royal Society of Edinburgh 103:269-312",A. Dunhill,B. Allen,
1418643,occ,NA,,196537,NA,Postosuchus sp.,genus,38264,,Postosuchus,NA,genus,38264,Norian,,228,208.5,Hungerbühler et al.,2013,60809,Chordata,33815,Reptilia,36322,Eosuchia,37795,Rauisuchidae,38249,Postosuchus,38264,NA,NA,NA,NA,,-101.449997,33.107777,,TTU VPL 3870,NA,Patricia Site,US,Texas,Garza,stated in text,seconds,local area,"""TTU Vertebrate Paleontology Locality 3870 (exact locality data reposited at TTUP), 13 km South of Post, Garza County, Texas."" (Hungerbühler et al. 2013)",gp_mid,NA,NA,coordinates not computable using this model,US,,Cooper Canyon,Dockum,,,,,,,,,NA,"""Upper part of the Cooper Canyon Formation, Dockum Group, Upper Triassic"" (Hungerbühler et al. 2013)",,sandstone,,,,,mudstone,,,,,"""channel""",,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Postosuchus,,,NA,sp.,,"A. Hungerbühler, B. Mueller, and S. Chatterjee, D. P. Cunningham. 2013. Cranial anatomy of the Late Triassic phytosaur Machaeroprosopus, with the description of a new species from West Texas. Earth and Environmental Science Transactions of the Royal Society of Edinburgh 103:269-312",A. Dunhill,B. Allen,
1418644,occ,NA,,196537,NA,Shuvosaurus sp.,genus,90274,,Shuvosaurus,NA,genus,90274,Norian,,228,208.5,Hungerbühler et al.,2013,60809,Chordata,33815,Reptilia,36322,Eosuchia,37795,Shuvosauridae,90275,Shuvosaurus,90274,NA,NA,NA,NA,,-101.449997,33.107777,,TTU VPL 3870,NA,Patricia Site,US,Texas,Garza,stated in text,seconds,local area,"""TTU Vertebrate Paleontology Locality 3870 (exact locality data reposited at TTUP), 13 km South of Post, Garza County, Texas."" (Hungerbühler et al. 2013)",gp_mid,NA,NA,coordinates not computable using this model,US,,Cooper Canyon,Dockum,,,,,,,,,NA,"""Upper part of the Cooper Canyon Formation, Dockum Group, Upper Triassic"" (Hungerbühler et al. 2013)",,sandstone,,,,,mudstone,,,,,"""channel""",,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Shuvosaurus,,,NA,sp.,,"A. Hungerbühler, B. Mueller, and S. Chatterjee, D. P. Cunningham. 2013. Cranial anatomy of the Late Triassic phytosaur Machaeroprosopus, with the description of a new species from West Texas. Earth and Environmental Science Transactions of the Royal Society of Edinburgh 103:269-312",A. Dunhill,B. Allen,
1418646,occ,NA,,188759,NA,Pseudopalatus mccauleyi,species,69067,recombined as,Machaeroprosopus mccauleyi,NA,species,69067,Norian,,228,208.5,Hunt et al.,2006,66841,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Machaeroprosopus,69056,NA,NA,NA,NA,,-103.488289,35.159771,"NMMNH P-4256, skull and partial skeleton","NMMNH Loc. 55, Barranca badlands",NA,,US,New Mexico,Quay County,based on nearby landmark,5,small collection,in the Barranca badlands,gp_mid,NA,NA,coordinates not computable using this model,US,,Bull Canyon,Chinle,,group of beds,,,,,,,NA,lower part of formation,,mudstone,,,"silty,conglomeratic",,sandstone,,,"silty,conglomeratic",,alluvial fan,,,macrofossils,,,,,,NA,"NMMNH P-17346 is a Partial Skeleton of Cervical, Dorsal, Sacral, Caudal Vertebrae, Partial Ischia and Ilia, and partial premaxilla and maxilla fragments. ",body,,,,,,,,,frequent,,,,general faunal/floral,"surface (float),field collection",NMMNH,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Pseudopalatus,,,NA,mccauleyi,,"A. P. Hunt, S. G. Lucas, and J. A. Spielmann. 2006. Sexual dimorphism in a large brachyrostral phytosaur (Archosauria: Crurotarsi) from the Late Triassic of western North America. New Mexico Museum of Natural History and Science Bulletin 37:563-567",A. Dunhill,B. Allen,
1418647,occ,NA,,49499,NA,Pseudopalatus mccauleyi,species,69067,recombined as,Machaeroprosopus mccauleyi,NA,species,69067,Norian,,228,208.5,Hunt et al.,2006,66841,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Machaeroprosopus,69056,NA,NA,NA,NA,,-103.379997,35.365276,"YPM 3293, skull","UCM Loc. 82021, Revuelto Creek Local Fauna",NA,,US,New Mexico,Quay,estimated from map,seconds,outcrop,"along upper rim of badlands on E side of Revuelto Creek, Quay Co., NM. Outcrops in secs 10, 14 and 15, T9N, R33E; revisited sites originally found by Gregory in 1947",gp_mid,-32.29,9.9,101,US,,Bull Canyon,Dockum,,bed,,,,,,,NA,"late Early Norian; initially referred to ""Cooper Canyon Formation"" and later considered Bull Canyon. Hunt et al. 1998 assign this to Blue Mesa Mbr. of Chinle Fm.","""purple weathering mudstone...the unweathered mudstone is grey, with pink mottles and reddish streaks of iron stain. Numerous grey mudclasts and 2-5 mm calcium carbonate nodules are also present."" ""The purple mudstone contains lenses of cross-stratified, reworked caliche as BB- and pea-sized carbonate nodules.""",mudstone,"concretionary,ferruginous,intraclastic,gray",,"calcareous,carbonaceous",Y,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,medium,parautochthonous,,,,,,,occasional,,,,taxonomic,"selective quarrying,surface (float),surface (in situ),mechanical,field collection",UCM,,,,,1981,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Pseudopalatus,,,NA,mccauleyi,,"A. P. Hunt, S. G. Lucas, and J. A. Spielmann. 2006. Sexual dimorphism in a large brachyrostral phytosaur (Archosauria: Crurotarsi) from the Late Triassic of western North America. New Mexico Museum of Natural History and Science Bulletin 37:563-567",A. Dunhill,B. Allen,
1418648,occ,NA,,48422,NA,Redondasaurus gregorii,species,347629,,Redondasaurus gregorii,NA,species,347629,Rhaetian,,208.5,201.3,Lucas et al.,2013,66842,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Machaeroprosopus,69056,NA,NA,NA,NA,,-106.473099,36.331699,"NMMNH P-44920, skull of juvenile",Ghost Ranch Quarry,NA,"Whitaker Quarry, Coelophysis Quarry",US,New Mexico,Rio Arriba,stated in text,4,small collection,"SE 1/4, SE 1/4, SW 1/4, sec 1, T24N, R4E. Ghost Ranch, orig. owned by Arthur N. Pack",gp_mid,-35.96,10.83,101,US,FED,Chinle,,Siltstone,group of beds,,,,,,,NA,"Apachean LVF. Has been placed variously previously in the ""upper Petrified Forest Member"", in the ""siltstone member"" of the Chinle Formation, the Owl Rock Member and the Rock Point Member.  ","""The quarry itself is in a sequence of 11 siltstone beds...These beds are intensively bioturbated, contain many silt rip-up clasts""; ""predominately of reddish-brown, yellowish-brown, and light greenish-grey siltstones interbedded with carbonate pebble conglomerates; 10-20 m of interbedded sandstone and siltstone comprise the top of the section.""",siltstone,"desiccation cracks,bioturbation,intraclastic,brown,green,red",,muddy,Y,conglomerate,pebbly,,calcareous,,crevasse splay,,"""pond [underlying the main quarry layer] represented a topographic depression in which the dinosaurs and associated carcasses accumulated...carcasses were washed into the quarry by a single [flood] event that also ripped up underlying lacustrine siltstones and even introduced some bones into the uppermost level of the lacustrine interval""","macrofossils,mesofossils,microfossils",many,many,"skeletons,partial skeletons,skulls",,,NA,,body,good,autochthonous,snapshot,concentrate,#NAME?,preferred,abundant,medium,occasional,,none,"some reworking of upper layers of deposit, but inferred to have been a catastrophic death assemblage, possibly a drought, then washed downstream.",general faunal/floral,"bulk,selective quarrying,surface (float),surface (in situ),mechanical,field collection,survey of museum collection","AMNH,CM,MCZ,YPM",,,,E. H. Colbert,1947-1982,"1947 AMNH expedition under E. H. Colbert\r\nMaterial also in MNA, NMMNH, TMP",,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Redondasaurus,,,NA,gregorii,,"S. G. Lucas, J. A. Spielmann, and L. F. Rinehart. 2013. Juvenile skull of the phytosaur Redondasaurus from the Upper Triassic of New Mexico, and phytosaur ontogeny. New Mexico Museum of Natural History and Science Bulletin 61:389-400",A. Dunhill,B. Allen,B. Allen
1418700,occ,NA,,106521,NA,n. gen. Malerisaurus n. sp. robinsonae,species,138926,,Malerisaurus robinsonae,NA,species,138926,Carnian,Norian,237,208.5,Chatterjee,1980,28921,Chordata,33815,Reptilia,36322,Protorosauria,38183,Protorosauridae,38184,Malerisaurus,38192,NA,NA,NA,NA,,79.666664,19.133333,"ISIR 150 (holotype), 151, nearly complete skeletons",Mutapurum village,NA,Muttapuram,IN,Telangana,,stated in text,minutes,small collection,,gp_mid,45.02,-37.59,501,IN,,Lower Maleri,Gondwana,,bed,,,,,,,NA,"The lower Maleri Formation has been correlated on the basis of vertebrate biostratigraphy with the Scaphonyx-Exaeretodon-Herrerasaurus biozone of the Ischigualasto Formation of Argentina and the Hyperodapedon Assemblage Zone of the Santa Maria Formation of Brazil (e.g. Novas et al. 2011. Earth Env. Sci. Trans. Roy. Soc. Edin. 101:333-349). The relevant part of the Ischigualasto Formation has been dated as late Carnian in age on radioisotopic data (e.g. Martinez et al. 2011. Science 331: 206-210), and the lower Maleri Formation is commonly considered equivalent in age.",,claystone,red,,,Y,,,,,,terrestrial indet.,,,macrofossils,some,,,skeletons,,NA,,body,good,parautochthonous,snapshot,,,,,,,,,,taxonomic,"selective quarrying,surface (float),surface (in situ),mechanical,acetic,field collection",,,,,Chatterjee,1965-1966,ISI: Indian Statistical Institute,,terrestrial,NA,actively mobile,ground dwelling,NA,carnivore,,,,hydroxyapatite,,,NA,Malerisaurus,n. gen.,,NA,robinsonae,n. sp.,"S. Chatterjee. 1980. Malerisaurus, A New Eosuchian Reptile from the Late Triassic of India. Philosophical Transactions of the Royal Society of London, Series B 291:163-200",A. Dunhill,B. Allen,
1419050,occ,NA,,196651,NA,n. gen. Lepidus n. sp. praecisio,species,372124,,Lepidus praecisio,NA,species,372124,Late Triassic,,237,201.3,Nesbitt and Ezcurra,2015,66070,Chordata,33815,Saurischia,38505,,NA,,NA,Lepidus,372123,NA,NA,NA,3,specimens,-101.321587,32.180401,"TMM 41936-1, 1.1, 1.3",Dockum Site 7 General (TMM -41936),NA,HO-7-1-41,US,Texas,Howard,estimated from map,6,small collection,"Dockum Site 7 General (TMM -41936, HO-7-1-41), ca. 8 mi. SE of Big Spring, near Signal Peak",gp_mid,NA,NA,coordinates not computable using this model,US,,,Dockum,,,,,,,,,NA,from low in the Dockum Group,,mudstone,red,,,Y,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,medium,,,,,,,,frequent,,,,taxonomic,"surface (float),survey of museum collection",TMM,,,,"G. Meade, WPA",Feb-41,,,terrestrial,NA,actively mobile,"ground dwelling, solitary",NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",,hydroxyapatite,compact or dense,,NA,Lepidus,n. gen.,,NA,praecisio,n. sp.,S. J. Nesbitt and M. D. Ezcurra. 2015. The early fossil record of dinosaurs in North America: A new neotheropod from the base of the Upper Triassic Dockum Group of Texas. Acta Palaeontologica Polonica 60(3):513-526,M. Carrano,M. Carrano,
1419097,occ,NA,,39160,NA,Palacrodon sp.,genus,37821,,Palacrodon,NA,genus,37821,Norian,,228,208.5,Kligman et al.,2018,66904,Chordata,33815,Reptilia,36322,,NA,,NA,Palacrodon,37821,NA,NA,NA,NA,,-109.462486,34.43742,"MNA V3684, jaw fragment; V11247, tooth","Placerias Quarry, UCMP A269",NA,,US,Arizona,Apache,stated in text,8,outcrop,"grassy valley near Romero Spring, approx. 10.5 km SW of St. Johns, eastern Apache County.  In SW 1/4, NW 1/2, sec 14, T12N, R27E, near W edge of a low terrace along a tributary arroyo of Big Hollow Wash, at UTM 641260E, 3811730N, zone 12.",gp_mid,-37.44,9.88,101,US,,Chinle,,Mesa Redondo,group of beds,,,,,,,NA,"One of two nearly adjacent quarries (the second is the Downs Quarry, 30 metres from the Placerias Quarry). Early workers placed the Placerias Quarry low in the Blue Mesa Member, while Lucas et al. (1997) assigned it to the Mesa Redondo (= Bluewater Creek) Member. Parker (2005) noted that the lithology of the beds and the local presence of the Shinarump Member (the basal member of the Chinle Formation) supports the Mesa Redondo assignment. Earliest Adamanian LVF","""The original quarry horizon was a bed of limestone concretions from which many broken or poorly preserved bones were recovered; this gives way to typical reddish-brown Chinle mudstones and silts, with occasional sandstone lenses, in which 'two fossiliferous levels [were] separated by 2 feet of barren sediments'...Calcareous nodules, gypsum lenses, carbonaceous particles, and yellow-brown sulfurous deposits are common""...fossils in ""clay-rich mudstone...[that] varies in color from a dark to light olive gray, with little change in mineral composition. These mudstones are dominantly smectite with 10%-25% quartz and traces of feldspar, gypsum, and calcite...'chunks' of this carbonaceous material occur as dark gray and black specks usually less than a millimeter or two in diameter...the calcareous nodules...are autochthonous...[with] a micritic texture."" Nodules interpreted as palustrine carbonates.",mudstone,"lenticular,brown,red",,"silty,sandy",,claystone,"paleosol/pedogenic,concretionary,gray,green",,"silty,carbonaceous",,wet floodplain,,"""a soft, vegetated pond bottom or other quiet water deposit""; ""ancient pond or marsh, an environment of low-energy water flow that may have been seasonally low or dry (as indicated by numerous evaporites."" But re-interpreted as a humid-environment soil.","macrofossils,mesofossils,microfossils",,,,,"tooth marks,gastric dissolution",NA,,"body,coprolite",variable,autochthonous,,,#NAME?,,,,frequent,occasional,,"""Many bones show evidence of trampling, and some were collected in an evidently disturbed, vertical position; some show tooth marks, anbd virtually no bones are associated...Many microvertebrates show wear, pitting, and surface etching characteristic of passage through a gut."" Microverts within very common coprolites. Possibly drought-induced mass death assemblage.",general faunal/floral,"bulk,selective quarrying,mechanical,sieve,field collection",UCMP,,,,C. L. Camp,1931-1934,,,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Palacrodon,,,NA,sp.,,"B. T. Kligman, A. D. Marsh, and W. G. Parker. 2018. First records of diapsid Palacrodon from the Norian, Late Triassic Chinle Formation of Arizona, and their biogeographic implications. Acta Palaeontologica Polonica 63(1):117-127",A. Dunhill,B. Allen,
1419098,occ,NA,,196662,NA,Palacrodon browni,species,319572,,Palacrodon browni,NA,species,319572,Norian,,228,208.5,Kligman et al.,2018,66904,Chordata,33815,Reptilia,36322,,NA,,NA,Palacrodon,37821,NA,NA,NA,NA,,-109.763885,34.947224,"PEFO 37247, fragment of right maxilla","Billings Gap area, PFV 396",NA,,US,Arizona,Apache,estimated from map,seconds,outcrop,,gp_mid,NA,NA,coordinates not computable using this model,US,NPS,Chinle,,Blue Mesa,bed,,,,,,,NA,"""A fossiliferous light green matrix-supported siltstone in the upper Blue Mesa Member of the Chinle Formation, between 223.036 ± 0.059 and 220.123 ± 0.068 Ma (Ramezani et al. 2011)."" (Kligman et al. 2018)","""The “coprolite layer” is a 5–12 cm thick grey-green siltstone with abundant coprolites, osteichthyan scales, vertebrate bones, and charcoal."" (Kligman et al. 2018)",siltstone,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,2007,,,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Palacrodon,,,NA,browni,,"B. T. Kligman, A. D. Marsh, and W. G. Parker. 2018. First records of diapsid Palacrodon from the Norian, Late Triassic Chinle Formation of Arizona, and their biogeographic implications. Acta Palaeontologica Polonica 63(1):117-127",A. Dunhill,B. Allen,
1419099,occ,NA,,135657,NA,n. gen. Promystriosuchus n. sp. ehlersi,species,100587,recombined as,Paleorhinus ehlersi,NA,species,100587,Norian,,228,208.5,Stocker,2013,48484,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Parasuchus,38298,NA,NA,NA,NA,,-101.25,32.133331,"UMMP 7487 (holotype), partial skull","Near Otis Chalk, Brachysuchus holotype",NA,,US,Texas,Howard,based on nearby landmark,minutes,outcrop,,gp_mid,-31,6.45,101,US,,Colorado City,Dockum,,bed,,,,,,,NA,,,conglomerate,,,muddy,Y,,,,,,fluvial indet.,,,macrofossils,some,,,partial skulls,,NA,,body,medium,parautochthonous,snapshot,,,,,,,,,,taxonomic,field collection,UMMP,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Promystriosuchus,n. gen.,,NA,ehlersi,n. sp.,M. R. Stocker. 2013. A new taxonomic arrangement for Paleorhinus scurriensis. Earth and Environmental Science Transactions of the Royal Society of Edinburgh 103,A. Dunhill,B. Allen,
1419204,occ,NA,,196709,NA,Prozostrodon brasiliensis,species,172333,,Prozostrodon brasiliensis,NA,species,172331,Tuvalian,,232,221.5,Pacheco et al.,2018,66944,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,,NA,Prozostrodon,172332,NA,NA,NA,NA,,-53.450279,-29.611389,"CAPPA/UFSM 0123, right lower jaw","Marchezan, São João do Polêsine",NA,,BR,Rio Grande do Sul,,estimated from map,seconds,outcrop,"""... the recently found Marchezan site. It crops out in a private farm in the proximity of the Highway RS-149 at km 135 in the municipality of São João do Polêsine, state of Rio Grande do Sul, Brazil"" (Pacheco et al. 2018)",gp_mid,NA,NA,coordinates not computable using this model,BR,,Candelária,Santa Maria,,,Hyperodapedon,,,,,,NA,,"""The lithofacies at the Marchezan site consists of nonlaminated to finely laminated reddish mudstones, with sandstone lenses, similar to other outcrops of the Hyperodapedon AZ (Zerfass et al. 2003). In addition, there are rhythmites and sigmoidal massive to climbing cross-laminated sandstone bodies."" (Pacheco et al. 2018)",mudstone,,,,,,,,,,lacustrine delta plain,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Prozostrodon,,,NA,brasiliensis,,"C. P. Pacheco, A. G. Martinelli, and A. E. B. Pavanatto, M. B. Soares, S. Dias-da-Silva. 2018. Prozostrodon brasiliensis, a probainognathian cynodont from the Late Triassic of Brazil: second record and improvements on its dental anatomy. Historical Biology 30(4):475-485",A. Dunhill,B. Allen,
1419205,occ,NA,,196709,NA,Hyperodapedon sp.,genus,38210,,Hyperodapedon,NA,genus,38210,Tuvalian,,232,221.5,Pacheco et al.,2018,66944,Chordata,33815,Reptilia,36322,Rhynchosauria,38205,Rhynchosauridae,38206,Hyperodapedon,38210,NA,NA,NA,NA,,-53.450279,-29.611389,,"Marchezan, São João do Polêsine",NA,,BR,Rio Grande do Sul,,estimated from map,seconds,outcrop,"""... the recently found Marchezan site. It crops out in a private farm in the proximity of the Highway RS-149 at km 135 in the municipality of São João do Polêsine, state of Rio Grande do Sul, Brazil"" (Pacheco et al. 2018)",gp_mid,NA,NA,coordinates not computable using this model,BR,,Candelária,Santa Maria,,,Hyperodapedon,,,,,,NA,,"""The lithofacies at the Marchezan site consists of nonlaminated to finely laminated reddish mudstones, with sandstone lenses, similar to other outcrops of the Hyperodapedon AZ (Zerfass et al. 2003). In addition, there are rhythmites and sigmoidal massive to climbing cross-laminated sandstone bodies."" (Pacheco et al. 2018)",mudstone,,,,,,,,,,lacustrine delta plain,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,,,,hydroxyapatite,,,NA,Hyperodapedon,,,NA,sp.,,"C. P. Pacheco, A. G. Martinelli, and A. E. B. Pavanatto, M. B. Soares, S. Dias-da-Silva. 2018. Prozostrodon brasiliensis, a probainognathian cynodont from the Late Triassic of Brazil: second record and improvements on its dental anatomy. Historical Biology 30(4):475-485",A. Dunhill,B. Allen,
